rank,module_id,module_name,quality_score,suitability
51,OM9,Sustainable IT for Small Organizations,0.02256014988246516,Poor
52,M57,Sustainability Economics and Market Mechanisms,0.022426486284440186,Poor
53,OM1,Digital Sustainability Fundamentals,0.0221609118952179,Poor
54,M42,Sector-specific Green IT Applications,0.0217821458393286,Poor
55,M34,Industry Collaboration Project,0.021650724936011063,Poor
56,OM4,Industry Collaboration Project,0.021650724936011063,Poor
57,M2,Sustainability Frameworks and Standards,0.021589245859761408,Poor
58,M63,Smart Manufacturing and Industry 4.0 Sustainability,0.020954245273941033,Poor
59,M43,Circular Economy Digital Applications,0.020558608594108817,Poor
60,M13,Low-Carbon Cloud Infrastructure,0.020229715355763293,Poor
61,M25,Digital Sustainability in SMEs,0.020202854073323315,Poor
62,M70,ICT Energy Consumption and Carbon Footprint Management,0.02014228708870972,Poor
63,M21,Energy-Efficient Software Architecture,0.019916118084493402,Poor
64,M46,Sustainable Business Models for Digital Companies (EQF 4 Version),0.0199161180844934,Poor
65,M15,Applied Ethics in AI for Sustainability,0.01968482885893127,Poor
66,M47,Applied Ethics in AI for Sustainability (EQF 5 Version),0.01968482885893127,Poor
67,M23,Digital Twin and Smart Systems for Green Transition,0.019616666765844667,Poor
68,M11,Big Data for Environmental Intelligence,0.018541134344878838,Poor
69,M45,Big Data for Environmental Intelligence (EQF 4 Version),0.018541134344878838,Poor
70,M93,Digital Inclusion and Social Sustainability,0.01842390918023194,Poor
71,M17,Digital Circular Business Models,0.018298795716059805,Poor
72,M41,Green Blockchain Applications,0.018065717601322785,Poor
73,M54,Digital Sustainability Policy Development,0.01793832262050158,Poor
74,M56,Green Finance and Sustainable Investment,0.01793832262050158,Poor
75,M91,Green ICT Principles,0.017625091107309743,Poor
76,M66,ESG Reporting and Compliance Framework,0.01741653362458236,Poor
77,M89,ESG Reporting Essentials,0.01721520871507023,Poor
78,M55,Global Climate Technology Governance,0.013208220241847915,Poor
79,M62,Digital Health for Planetary Health,0.012506360971257062,Poor
80,M1,Introduction to Digital Sustainability,0.0,Poor
81,M10,Circular Economy and Lifecycle Thinking,0.0,Poor
82,M14,Sustainable Digital Transformation Strategy,0.0,Poor
83,M18,AI-Driven Environmental Risk Modelling,0.0,Poor
84,M19,Sustainability Assessment and Benchmarking,0.0,Poor
85,M22,Sustainable ICT Procurement and Policy,0.0,Poor
86,M35,Sustainable IT Consultancy,0.0,Poor
87,M4,Machine Learning and Predictive Modeling,0.0,Poor
88,M9,Technical Implementation and Tool Support,0.0,Poor
89,M90,Sustainability Data Fundamentals,0.0,Poor
90,OM5,Sustainable IT Consultancy,0.0,Poor
