rank,module_id,module_name,quality_score,suitability
48,OM7,Net-Zero IT Infrastructure,0.02314170081178671,Poor
49,M70,ICT Energy Consumption and Carbon Footprint Management,0.022591623577600115,Poor
50,M71,Green Software Development Practices,0.022591623577600115,Poor
51,M30,Human-Centered Design for Sustainable Tech,0.022591623577600112,Poor
52,M11,Big Data for Environmental Intelligence,0.022452507969921934,Poor
53,M45,Big Data for Environmental Intelligence (EQF 4 Version),0.022452507969921934,Poor
54,M1,Introduction to Digital Sustainability,0.022331464317175313,Poor
55,M14,Sustainable Digital Transformation Strategy,0.022159046421465912,Poor
56,M25,Digital Sustainability in SMEs,0.021669280947715353,Poor
57,M36,Eco-design for Digital Products,0.021386056430019427,Poor
58,M59,Digital Storytelling for Sustainability Impact,0.021386056430019427,Poor
59,OM6,Eco-design for Digital Products,0.021386056430019427,Poor
60,M91,Green ICT Principles,0.02122815604637287,Poor
61,M66,ESG Reporting and Compliance Framework,0.02109066536818215,Poor
62,M54,Digital Sustainability Policy Development,0.020846869651518603,Poor
63,M89,ESG Reporting Essentials,0.020734482151007174,Poor
64,M57,Sustainability Economics and Market Mechanisms,0.020598688506826095,Poor
65,M72,Sustainability Data Engineering and Architecture,0.020598688506826095,Poor
66,M56,Green Finance and Sustainable Investment,0.020119653268326092,Poor
67,M65,Community-Based Participatory Sustainability Research,0.017677325110512895,Poor
68,M93,Digital Inclusion and Social Sustainability,0.01750002972011821,Poor
69,M92,Digital Sustainability Foundation,0.017349828194849426,Poor
70,M13,Low-Carbon Cloud Infrastructure,0.0,Poor
71,M15,Applied Ethics in AI for Sustainability,0.0,Poor
72,M20,Data Ethics and Governance in Practice,0.0,Poor
73,M21,Energy-Efficient Software Architecture,0.0,Poor
74,M27,Green IT Service Management,0.0,Poor
75,M29,Blockchain for Sustainability Traceability,0.0,Poor
76,M35,Sustainable IT Consultancy,0.0,Poor
77,M38,Introduction to Green IT,0.0,Poor
78,M41,Green Blockchain Applications,0.0,Poor
79,M44,Advanced Sustainability Impact Assessment,0.0,Poor
80,M47,Applied Ethics in AI for Sustainability (EQF 5 Version),0.0,Poor
81,M49,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version),0.0,Poor
82,M52,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version) - Duplicate,0.0,Poor
83,M53,Interdisciplinary Approaches to Digital Sustainability (EQF 8 Version) - Triple Duplicate,0.0,Poor
84,M55,Global Climate Technology Governance,0.0,Poor
85,M62,Digital Health for Planetary Health,0.0,Poor
86,M63,Smart Manufacturing and Industry 4.0 Sustainability,0.0,Poor
87,M64,Behavioral Insights for Sustainability Transformation,0.0,Poor
88,OM1,Digital Sustainability Fundamentals,0.0,Poor
89,OM5,Sustainable IT Consultancy,0.0,Poor
90,OM8,Introduction to Green IT,0.0,Poor
