rank,module_id,module_name,quality_score,suitability
40,M32,Sustainable IT Strategy,0.03966679964064491,Poor
41,OM2,Sustainable IT Strategy,0.03966679964064491,Poor
42,M35,Sustainable IT Consultancy,0.03915325699501634,Poor
43,OM5,Sustainable IT Consultancy,0.03915325699501634,Poor
44,M7,Ethics and Governance in Digital Innovation,0.03804109592651402,Poor
45,M43,Circular Economy Digital Applications,0.0335953147952843,Poor
46,M5,Sustainable Software Engineering,0.0334260830096812,Poor
47,M4,Machine Learning and Predictive Modeling,0.03338311553162566,Poor
48,M40,Advanced Sustainability Impact Assessment Methods,0.03338311553162566,Poor
49,M50,Advanced Sustainability Impact Assessment Methods,0.03338311553162566,Poor
50,OM10,Advanced Sustainability Impact Assessment Methods,0.03338311553162566,Poor
51,M67,Digital Sustainability Legislation and Policy,0.032608681000695375,Poor
52,M42,Sector-specific Green IT Applications,0.03240366089629395,Poor
53,M68,Regulatory Technology (RegTech) for Sustainability,0.03234902864104344,Poor
54,M31,Introduction to Digital Sustainability,0.03211525622498782,Poor
55,M39,Sustainable IT for Small Organizations,0.03211525622498782,Poor
56,OM9,Sustainable IT for Small Organizations,0.03211525622498782,Poor
57,M23,Digital Twin and Smart Systems for Green Transition,0.03186264071933754,Poor
58,OM1,Digital Sustainability Fundamentals,0.03154692532639039,Poor
59,M74,Sustainability Data Science and Predictive Analytics,0.031383900689832975,Poor
60,M24,Collaborative Tools for Green Innovation,0.030145158082960772,Poor
61,M2,Sustainability Frameworks and Standards,0.029542254921301556,Poor
62,M15,Applied Ethics in AI for Sustainability,0.029343490213648172,Poor
63,M47,Applied Ethics in AI for Sustainability (EQF 5 Version),0.029343490213648172,Poor
64,M28,Strategic Digital Sustainability Leadership,0.029161097723721444,Poor
65,M72,Sustainability Data Engineering and Architecture,0.02862779657222874,Poor
66,M41,Green Blockchain Applications,0.028608161767458076,Poor
67,M1,Introduction to Digital Sustainability,0.02806397428919458,Poor
68,M14,Sustainable Digital Transformation Strategy,0.02800210344625169,Poor
69,M11,Big Data for Environmental Intelligence,0.027502694803410686,Poor
70,M45,Big Data for Environmental Intelligence (EQF 4 Version),0.027502694803410686,Poor
71,M60,Systematic Innovation for Sustainability Challenges,0.02714322567797782,Poor
72,M54,Digital Sustainability Policy Development,0.026578186053336995,Poor
73,M56,Green Finance and Sustainable Investment,0.026057045150330388,Poor
74,M10,Circular Economy and Lifecycle Thinking,0.025019588142804444,Poor
75,M92,Digital Sustainability Foundation,0.024755510002465224,Poor
76,M65,Community-Based Participatory Sustainability Research,0.024342932213469927,Poor
77,M25,Digital Sustainability in SMEs,0.021756306172404975,Poor
78,M62,Digital Health for Planetary Health,0.018768098534767394,Poor
79,M12,Advanced Visualisation for Sustainability Reporting,0.0,Poor
80,M13,Low-Carbon Cloud Infrastructure,0.0,Poor
81,M19,Sustainability Assessment and Benchmarking,0.0,Poor
82,M3,Data Analytics for Sustainability,0.0,Poor
83,M34,Industry Collaboration Project,0.0,Poor
84,M44,Advanced Sustainability Impact Assessment,0.0,Poor
85,M58,Public Engagement and Science Communication,0.0,Poor
86,M59,Digital Storytelling for Sustainability Impact,0.0,Poor
87,M89,ESG Reporting Essentials,0.0,Poor
88,M9,Technical Implementation and Tool Support,0.0,Poor
89,M90,Sustainability Data Fundamentals,0.0,Poor
90,OM4,Industry Collaboration Project,0.0,Poor
